0,1,2
0.23504561,4.4792037e-06,0.76495
0.17272918,3.9256515e-06,0.82726693
3.8161998e-06,0.004633781,0.99536246
2.5986778e-06,0.035593472,0.9644039
0.5854871,0.41451132,1.5517242e-06
0.3093792,0.6906193,1.5873194e-06
0.999587,2.0796682e-07,0.00041282576
0.81790763,0.18209167,6.5968436e-07
0.7410622,0.25893757,1.8343587e-07
0.03922271,0.96077335,4.0307655e-06
0.002254117,0.9977456,2.524036e-07
0.0005322721,2.9343391e-06,0.9994648
0.94928664,0.050713006,3.021515e-07
0.0024507719,0.9975466,2.576732e-06
4.5124227e-05,0.999894,6.0849285e-05
0.002077038,0.9979219,1.0920264e-06
0.54264367,9.75032e-07,0.45735532
3.355409e-05,0.9993166,0.0006497847
0.29566577,1.9734164e-06,0.70433223
0.040702105,0.9557908,0.0035070605
0.034336086,0.96565205,1.1905001e-05
0.99998546,6.893699e-07,1.37828365e-05
0.94893926,5.954046e-07,0.051060162
0.97791195,3.843655e-07,0.022087725
0.99723816,5.096546e-07,0.002761398
1.0163451e-05,0.15467794,0.8453119
1.0757019e-05,0.99985003,0.0001392527
0.99999774,1.4745589e-07,2.12152e-06
0.1983794,9.676933e-07,0.80161965
0.2424079,4.692315e-06,0.75758743
6.171554e-06,0.33705527,0.6629386
7.7023005e-06,0.5355806,0.46441165
0.5488627,8.107255e-07,0.4511365
0.9999994,2.660706e-07,3.629921e-07
2.9919642e-05,0.022449432,0.97752064
2.4417863e-05,3.481359e-06,0.9999721
6.570309e-05,7.983591e-06,0.9999263
3.377639e-05,0.9998429,0.00012340878
0.013150692,5.0197254e-06,0.9868443
0.5337121,0.46627307,1.4862331e-05
0.94422156,1.6398277e-06,0.055776745
0.5725374,9.567777e-06,0.42745295
0.49047852,1.2447052e-06,0.50952023
0.1825948,0.81740355,1.6753821e-06
0.99999917,6.812517e-07,1.0794356e-07
0.15720826,0.8427867,4.991715e-06
0.9750533,0.0018976314,0.02304898
0.99114627,0.008853519,2.2003243e-07
0.9999136,8.637484e-05,6.6652177e-09
0.9999943,2.6117368e-07,5.431238e-06
0.96813196,2.7913774e-07,0.031867836
0.016407853,0.9835919,1.9496309e-07
0.45868036,1.2752253e-06,0.54131836
0.6768627,0.3230699,6.7351684e-05
0.3061273,0.69387245,2.8757313e-07
0.23800746,5.9420836e-06,0.76198655
4.4212206e-06,0.92936075,0.070634834
0.9012698,0.09872873,1.5554123e-06
8.264623e-06,2.2587456e-06,0.9999895
0.00010254289,0.9957574,0.0041400543
9.593753e-06,0.79400384,0.20598659
0.58779204,0.41216996,3.7988502e-05
0.99873215,0.0012673114,6.317688e-07
5.328409e-05,6.2644135e-06,0.9999404
1.1280366e-05,0.48288164,0.5171071
0.36970043,1.9333568e-06,0.63029766
1.5038361e-06,0.99799675,0.0020017158
0.32831645,0.67168295,6.7126723e-07
0.99982613,0.00017372625,1.0078853e-07
3.7411953e-06,0.74853534,0.25146094
0.9974618,0.00253808,1.6708425e-07
0.99999976,9.062275e-08,1.1263801e-07
0.34223497,1.424708e-06,0.6577636
2.041808e-06,0.92131186,0.07868607
0.9998698,7.969318e-06,0.00012218923
0.9999994,7.7648664e-08,4.7058472e-07
0.76637423,1.3697548e-05,0.23361203
1.1373002e-05,0.03160396,0.9683847
0.2893746,0.71062315,2.206699e-06
9.7114835e-06,0.6237199,0.37627044
0.07319184,1.1411264e-06,0.926807
9.524344e-05,0.81983006,0.18007457
7.771819e-06,0.2248692,0.77512306
0.9999981,5.4017526e-08,1.9374136e-06
0.8867138,2.4377523e-06,0.11328376
0.052796695,0.94720197,1.3450209e-06
4.1665403e-06,0.1424261,0.8575697
1.2507985e-05,0.99991727,7.022747e-05
0.15700458,0.84299386,1.6288242e-06
1.0,3.8075004e-08,2.0374095e-08
0.6669446,0.3330543,1.085854e-06
0.14361165,0.85638607,2.2905401e-06
0.033767894,9.909592e-07,0.9662311
0.9936319,1.8930962e-07,0.006367916
3.431478e-05,0.00035030497,0.9996153
0.23721622,5.06527e-07,0.7627833
0.9817561,1.3747962e-07,0.018243836
4.8433118e-05,5.1295506e-06,0.9999465
0.32086957,1.3209265e-06,0.6791291
7.136054e-07,0.88770854,0.11229066
0.41163477,1.0135913e-06,0.5883642
0.07619144,0.9238078,7.569618e-07
0.02402178,0.975973,5.2785e-06
0.10785198,0.8921464,1.5845077e-06
0.99998987,1.0123713e-05,2.4624072e-08
0.0006426868,0.9737085,0.025648715
0.9999851,1.489299e-05,7.969077e-09
0.35419637,6.405554e-07,0.645803
0.9971866,0.0028128629,4.882043e-07
0.09510512,0.9048925,2.4256994e-06
0.0697789,0.93021786,3.2541784e-06
5.3482596e-05,0.99985754,8.886735e-05
8.965827e-06,0.046465676,0.95352536
0.43951833,0.56047964,2.032641e-06
0.0069153653,0.9930836,1.0234256e-06
0.00026119652,4.9783594e-06,0.99973387
0.10819626,4.703422e-07,0.8918032
0.026223917,0.97377497,1.0636277e-06
0.00017647789,0.50642234,0.49340114
0.000720508,4.8332613e-06,0.9992747
0.0012058832,0.20221251,0.79658157
2.549282e-06,0.013571597,0.9864259
4.0868297e-05,0.9999542,4.8558345e-06
5.1553365e-05,0.974773,0.025175426
0.9999995,2.0766551e-07,2.4470236e-07
2.0262289e-05,0.9999716,8.135958e-06
0.038272247,0.9617172,1.0580598e-05
0.7187109,0.2812851,3.999673e-06
0.9056735,1.8572385e-06,0.09432463
2.9297898e-06,0.6432085,0.35678858
0.60734516,0.39265427,5.449437e-07
0.9999949,1.3544618e-08,5.1445354e-06
0.44517806,0.5548197,2.26985e-06
0.8231109,0.17688882,2.8402465e-07
4.1019075e-06,0.6980986,0.30189735
3.4898426e-06,0.5821522,0.41784433
1.9300325e-05,0.9998913,8.937002e-05
0.9999999,3.6789917e-08,1.7738202e-07
0.5059209,2.2486922e-06,0.49407688
0.8569121,2.5852721e-06,0.14308539
0.28133655,2.1004814e-06,0.71866137
2.4864237e-05,0.00020656658,0.99976856
0.021204248,0.97878253,1.3138609e-05
0.95915055,0.040849112,2.9227616e-07
3.8307462e-05,0.590654,0.40930766
0.40301222,0.59698474,3.0374392e-06
0.9999999,4.2487e-08,1.07657016e-07
0.43099084,0.56900686,2.3302437e-06
0.4887312,1.0586754e-06,0.5112677
3.6069516e-05,7.773229e-06,0.99995613
0.21557142,1.188105e-06,0.78442734
5.7370286e-05,2.2583072e-06,0.9999404
0.3263776,0.67361885,3.5108978e-06
4.162762e-06,0.1163696,0.8836263
0.9950454,7.7889257e-07,0.0049537816
0.08296922,0.9170271,3.7167374e-06
4.4673466e-06,0.9222806,0.07771487
0.049424876,0.9505733,1.8160589e-06
0.69169885,0.3083011,7.536314e-08
0.993117,6.787016e-07,0.006882286
0.001998887,6.7289902e-06,0.9979944
0.79203975,0.2079593,9.611093e-07
0.00023750367,0.99971,5.2495998e-05
0.9876035,0.012394093,2.5151626e-06
0.61853063,0.38146338,5.9733657e-06
0.74747485,0.25252157,3.5837747e-06
0.32057628,0.67942303,6.5323826e-07
0.008323396,3.6370037e-07,0.9916762
0.10838914,2.6644122e-06,0.8916082
0.985669,7.2506623e-07,0.01433027
0.00026428953,7.138706e-05,0.9996643
0.993295,2.4646528e-07,0.006704697
1.52060675e-05,0.7174244,0.28256038
0.99999964,4.102405e-07,4.245264e-08
0.3705799,0.6294201,9.61006e-08
0.99250823,0.007491788,3.014592e-08
0.9992094,0.0007903828,2.1966405e-07
0.633503,0.36649543,1.5490604e-06
0.0069367425,1.7570905e-05,0.9930456
0.00028918812,0.000117417505,0.99959344
0.013824703,0.9861647,1.0593363e-05
0.9990381,3.5205005e-07,0.00096160185
0.00039013568,2.4765702e-06,0.9996074
0.00061111694,0.9993808,7.992381e-06
0.05516242,0.94482523,1.2370028e-05
0.0054454016,0.9945539,6.730071e-07
3.0098308e-06,0.8183743,0.18162268
0.1483415,0.85164815,1.0394964e-05
5.3977847e-06,0.35310817,0.6468864
1.6435462e-05,0.00031711874,0.99966645
2.5365205e-05,0.99995625,1.8349496e-05
0.99999726,5.6580666e-07,2.1583505e-06
0.4448992,2.2022032e-06,0.5550986
0.056927122,5.5344896e-07,0.9430724
4.2007e-06,0.3836139,0.61638194
0.5207296,1.6879459e-06,0.47926876
2.5740763e-05,5.0806107e-06,0.9999691
0.0025107334,1.6414153e-06,0.99748766
0.000118073694,0.9050885,0.09479349
5.5296337e-06,0.36065784,0.63933665
0.009473363,1.1113615e-06,0.9905255
4.201059e-05,0.9999144,4.3624364e-05
0.99975306,0.0002444493,2.449312e-06
0.15207548,2.0508305e-06,0.84792244
0.9999802,2.0157823e-07,1.9599967e-05
0.99024314,1.5692578e-07,0.009756716
0.32836312,0.6716346,2.3564999e-06
0.39300638,8.517081e-06,0.6069851
7.829136e-06,0.51002115,0.48997095
0.00011960225,0.07037906,0.9295013
0.99999905,8.443987e-07,1.323521e-07
0.41962945,2.9619905e-06,0.5803676
0.05464868,3.499373e-07,0.945351
0.0010856786,6.624346e-06,0.9989077
0.77013284,0.22986647,6.5113755e-07
0.99937975,0.0006032257,1.7077618e-05
8.057883e-05,0.015201718,0.98471767
0.00016420202,9.69935e-06,0.99982613
0.0013462084,1.4827334e-06,0.9986523
0.00033446305,9.787292e-06,0.9996557
0.00016529592,8.239464e-06,0.9998265
0.54190254,1.42916e-06,0.458096
0.16866721,1.4617963e-06,0.8313314
5.2238145e-05,0.9998987,4.91107e-05
0.52054703,0.47945055,2.4114004e-06
0.014934115,1.0721621e-06,0.9850648
0.81912875,5.644995e-06,0.18086559
0.001789865,0.9982085,1.6328477e-06
0.03132355,3.8505104e-06,0.96867263
8.325743e-06,0.99966156,0.00033008197
0.22003922,3.125417e-06,0.7799577
4.793849e-06,0.9576149,0.04238033
0.07154799,0.92841405,3.7933834e-05
0.032962114,2.3279908e-06,0.96703553
3.1533725e-06,0.5301188,0.46987802
0.001211376,0.0033934687,0.9953951
0.30254048,2.769666e-06,0.6974567
0.37751815,1.1626995e-06,0.6224807
0.82317156,1.2558344e-06,0.17682713
0.0060276375,4.1890274e-07,0.9939719
0.00035487022,4.1186184e-05,0.9996039
8.1571925e-06,0.052099265,0.9478926
0.0052218954,0.9947737,4.370263e-06
3.7690203e-05,0.4051164,0.5948459
0.068211615,0.9317878,5.962292e-07
0.0003773615,2.0119708e-06,0.99962056
0.5086819,2.8295767e-06,0.49131522
3.8324515e-06,0.9995233,0.000472971
0.44303113,0.55695975,9.180966e-06
0.6189445,3.7588898e-06,0.3810517
0.40441778,0.59557694,5.248026e-06
0.0017925916,5.571589e-07,0.99820685
0.8876363,0.11235465,8.985838e-06
0.00015961289,2.6843538e-05,0.9998136
0.00050185376,0.999416,8.222343e-05
0.13556957,0.86442995,5.0839503e-07
0.032941636,0.96705097,7.3799097e-06
1.7769878e-05,0.9912908,0.008691529
0.9885761,2.2246556e-07,0.011423705
